
1618813436678,1151,post,200,OK,Assignment 1-1,text,true,,462,328,1,1,https://petstore.swagger.io/v2/store/order,1150,0,912
1618813437830,243,get,200,OK,Assignment 1-1,text,true,,439,329,1,1,https://petstore.swagger.io/v2/store/order/6,241,0,0
1618813438074,973,GET,200,OK,Assignment 1-1,text,true,,430,322,1,1,https://petstore.swagger.io/v2/store/inventory,972,0,734
